JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,Industry,JobUrl
"Assistant Store Manager | Mayfair Shopping Centre, Victoria BC",TELUS,"Victoria, BC",Posted30+ days ago,2022-08-06,"University degree/college diploma, especially with a focus on business/management, is an asset.
Advocating for our customers’ needs.",Full-time,Telecommunications,ca.indeed.com/rc/clk?jk=6a6b5120fab3ab89&fccid=ed81336789a877c2&vjs=3
"Représentant vente au détail, Langford - Virgin Plus",BELL MOBILITY/BELL MOBILITÉ,"Langford, BC",Posted12 days ago,2022-08-06,"Une expérience dans la vente au détail, le service à la clientèle ou l'hôtellerie est un atout certain.
Chez Virgin Plus, nous n’acceptons pas seulement la…",Part-time +1,Telecommunications,ca.indeed.com/rc/clk?jk=096cbe737eb423a7&fccid=6d9b8e75dfffb17e&vjs=3
Sales Manager,Tbooth wireless / La cabine T sans-fil,"Victoria, BC",Posted24 days ago,2022-08-06,"You will be selling mobile phones and plans from carriers such as Bell, Virgin Plus, Rogers, Fido, Lucky Mobile and Chatr.",Full-time,Telecommunications,ca.indeed.com/rc/clk?jk=41804c4c22ee4e9c&fccid=5873ae345d3bccf7&vjs=3
"Part-Time Sales Representative | Westshore Town Centre, Victoria BC",TELUS,"Victoria, BC",Posted30+ days ago,2022-08-06,"Engage with prospective and current customers in store, by phone and messaging.
WorkPerks - discounts on products and services.",Part-time,Telecommunications,ca.indeed.com/rc/clk?jk=4d1e70b6c8487e5d&fccid=ed81336789a877c2&vjs=3
"Part Time Sales Representative | Koodo Bay Centre, Victoria BC",TELUS,"Victoria, BC",Posted30+ days ago,2022-08-06,"Engage with prospective and current customers in store, by phone and messaging.
WorkPerks - discounts on products and services.",Part-time,Telecommunications,ca.indeed.com/rc/clk?jk=85cbc9b0183b93d8&fccid=ed81336789a877c2&vjs=3
"Full-Time/Part-Time Sales Representative, Victoria BC",TELUS,"Victoria, BC",Posted30+ days ago,2022-08-06,"Engage with prospective and current customers in store, by phone and messaging.
WorkPerks - discounts on products and services.",Temporary +1,Telecommunications,ca.indeed.com/rc/clk?jk=87fdf7f390112f80&fccid=ed81336789a877c2&vjs=3
"Store Manager | Koodo Mayfair Centre, Victoria BC",TELUS,"Victoria, BC",Posted30+ days ago,2022-08-06,"Willing to contact existing and prospective customers by both telephone and text message.
You will develop and coach your team in delivering an incredible…",Full-time,Telecommunications,ca.indeed.com/rc/clk?jk=310d2fde12b9ad6f&fccid=ed81336789a877c2&vjs=3
Construction Officer 4 - Victoria,BC Hydro,"Victoria, BC",Posted10 days ago,2022-08-06,"Must hold a valid class five (5) driver's license.
Our four role types identify the degree of flexibility an employee could have to work from home.",Temporary +1,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHNHQQNOHLWtoW8WHxcjvUFHz12EfcISIvFlxdnrjO6omAp-HS0cWKok3-iBCwIZ__zcewFtX2Swd7Qpqxv4V9sba6flnSoYmKeUPeZAc38hnKXXM0NiTLaOFFoROrHW4uycmjdV8nGIaJmRp4TvOXqjsL3ArwUS60Xp3lGfXZTpZxPBMDW7jehiEuo8s029uTYT1JRr2qJSUY1dn3p7OvfNa54vY3EarnfhJ5tRrp4un3cCJmbyQ8XBXZ76jgjGPG2m8kVeqvW1VbJB_p85huf6WUn8eguQ77LBh4PDOyblr62K84No2OVjYg8qOL8KpK7KIN603gFlH-VRAw2My1ferTuXNtnJ8Yjx9WXZE1h8SZ4ZpERlsmTpajYwV6mtTgQegSKmbdwbjjGAWF5pAjfiQUrBLCMeI1q_VfRHs8jXA2rZAFaWqwecwABA4bI50K5ozmfCNELZ_7XNMd9QIJOcAcE-NaktfsI858T1wnjEN_QrACi2hp66Hp059wq1UpS8iaQk_pJ8rwFx9cAwd-LVQDCy_RVyOBkl9-q2LR_OMVP_j1I1eu9Sk1F2A3--mbUfLDh11iRuWp8soNz2Ke9HsVZt7p1zKL-quuDTJW-EjvYP9UOhZ508buThHUQiQeJ8_cPl6sTpOvvViP_sSkxQlSpta0Z5PAf_40zt2lwMgMV1_GelNGGgFiZeZLGqSFvBGh0OMf6r3cbzMmMdE8gMjqjCbWN5ZyrtVuaUssVkrX-6jIIdi6IAMeXZvakVrdVf_yULP48s08wEW0PJ7OYbs5fO2fy5xjKLyWtURff5WMRalCSxYtPX-FrFXeiK21uLHUk5fARw==&xkcb=SoBa-_M3b6tYGcgfX70LbzkdCdPP&p=0&fvj=0&vjs=3
Re-Bulletin - Civil Inspector 2 - Victoria (18 month FTT),BC Hydro,"Victoria, BC",Posted2 days ago,2022-08-06,"Reviews construction design documents and specifications for non-routine non-standard.
Our four role types identify the degree of flexibility an employee could…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHNHQQNOHLWtoW8WHxcjvUFHz12EfcISIvFlxdnrjO6omAp-HS0cWKok3-iBCwIZ-Y7d_8dggjVF1X5O9Zd4NG-QrLWCkpc_3zIfhsDF6GD2fs3QHZpmv-Pi7-9Q_Jy18bN2hQ_vSXUFUYtjkSvPlUxMTAotme_z0wbwLHwWxdNJX1S8NxiwKHTkp_vpC_8SAHmdbVj8R7WBxDbrgxwyCh9bjQRTWa-UaVLwgKKzsGS4-DVSwXhsUTdVI-H-FwdW72oU5_BDct0OtE-tvxF0XQ_LGztBAofGOQwJnVRSj_moSPRmszXR7eAFvNCle5UhpH8-Lv8OobTR4gBetvPDNzo5ODRHBd-J1ldk90H9EAMhAOM3npaHsFwr92hO-CS-QsuXYRteUBAObFB18yvDXTCCYNgQsb486zN31D4i3xVFQyz6G2GL4GcyT5ksQkWblvJFUXth0tIZCOupMV3l-5i10AGvFxUxIr_wYCY7w3eJyfTlClkIAivXVuwQ6y_jRwZQRP1XvQyBO2ynL-5yKH1XG7IJq6orWzcyC5STbjVaZXzyisYhDp0QpnCvCH4S0seztnI44QdFjUsY2ti_-yl9selTRM36xoJAUt0Rk3zarv1gLK2otO6xrPkKPlVH97nSRGjMa8qqAMVTqkc14JLKZmkDFx4QVSRWZODl5mmjAyku5SKHhxz3Je-DOXN5RuSMH5MpwUM6ZGTRqlUjokDwZdPXFkd6KJOUWomfGSf4C6WlShBSQXob6FBg02rZSlhfMekGFG7ocRfkVp6tFHEXz5nC_C5ryeTyGH_DBweHOo4vJMzCmb1V12VzHQeJ1Qx3-buzVCuA==&xkcb=SoDu-_M3b6tYGcgfX70KbzkdCdPP&p=1&fvj=0&vjs=3
Field Services Administrator 3,BC Hydro,British Columbia,Posted12 days ago,2022-08-06,"Reception and telephone answering techniques and knowledge are typically acquired through.
Our four role types identify the degree of flexibility an employee…",Temporary +1,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHNHQQNOHLWtoW8WHxcjvUFHz12EfcISIvFlxdnrjO6omAp-HS0cWKok3-iBCwIZ87teXao3IQzjAG9mObKun9Jg3dZTtK5H7RkLORn6om5J9XoS2_shBtCPwOAbI-AH7QDhtvR9FO5ucyInL0ToCW5LA3dSNDTg-C7EnJaYzp94nEenyVR7vNKn23e2wWtRTXnc6QiycKkivosE3mxpc-xRTtyEobzwGHGB4nxYOnENKQHUiVMAEIo1bZeBf-e0M_xmncUEFogu7aZLYGXEz9p_HaWgWzOf7YVq2atMiAQdJUcLR2dDtRoDhH5n77Q66rlm0eMOlMGae0GDUuGQXHrBSGgvgwLSjxNEBHQuBNT4KDP3FFCJLhzwuZELE3-fdjx7_c5pNuDKxRLKyuc61t3iepwTG3MQtyUkRSBIPazfNPA7zgEeu_Uk9vcJMBHyyd1O35OWFJ-wawT0kw9XG027SzLlD_f1O-bzwzfqalWHzA2NYL-I5aaAfzQUxsfGgZr5hYwUb4l41ZwdJ6qGdes7xL5_EBwEY5oxyo_3nvyIMvwaMX2nuDQ-I1OAvwSn4lINivVNa9Iiw9AtkZ5UuAY-aeLQvLJn9cdL23mAqrRgasL229pfC3ntLchxblTREL_D_R7P27yo-B6DBthwdpDYpRXvDXHMAWtVckciyQnH4Xj-VNmBOIBV3emXSQBQ3KvA7hjK0V6_oGkAfaN9I2M5FHIwAUGzWu-v3Eh3HMr-dHzga558l3cBYCKHcn0Zb61Y-8IV1pp54UqrPaI6wtSw4fGGRCKwyHXlx_cr7rfpaQmrzwPPaojBXfFCKJR1CSxmxVYQIHAA==&xkcb=SoAD-_M3b6tYGfAfX70LbzkdCdPP&p=2&fvj=0&vjs=3
Powerex Corporate Counsel,BC Hydro,British Columbia,Posted11 days ago,2022-08-06,"Asset, as well as experience in one or more of the areas of: regulatory, compliance and intellectual.
And credit support arrangements (guarantees, letters of…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHNHQQNOHLWtoW8WHxcjvUFHz12EfcISIvFlxdnrjO6omAp-HS0cWKok3-iBCwIZ9uOACmc5sRIlIPenYNTL-ozTVKiXQbxjM9XZqICdqotaROtD0oxy63k7V7PLZ3XaPXTkSUZKVzprAF-0Qx0SKTJjhXnkg677dcZvcdvDuytYhRcuGXqblxeks1A4hMLLIIAIuJF-0c47Hwcwuvr97gLbRFqPbW5cOjj6Co8k8i5H77tJkzERYpeCYFz0fiLmN-XnhveSGfW93p268YjjcPOK3TmvrVDQG0W5i2qvnmNAD5lQO1anPPhkUYovXBVwF8RBxylkkbgglPFwtKjFDjL0RvfXSDSzqXbL_FihXsn7tUqPILxU5slTuAIFVuvuZ5yX7TEP724ADK6JGC3O313Sa3YpWEuOKfjJhAiZI2iJc73rm7JlykJdNjYUAT8Q-JG_MLUITSQcTO0RdVzQ0sX6thFiAioqcqpq9jr7_tWbteNZnEHd-ntgJ0Mrm39iYnTEtC1JP9TT1GXv5p_y2vv5grISAPbMmeO_tXEkaxP_Hds1lJ_iRBhAEylDkDEWWBiyVqP7KKp5NAp7EVJfvpRmOko-jHHH1RA_7TkzG_eTORcRXg4FqYhPxb6sl385QOzjpCLx_BM5CqofmRNENhjdSiYIRh-RVqBhETxSzvKmyFxq_D7QLgafGl8s94SvRNbkjNlwMmkn45Bec7J-osCfysRJnvtPNxD9RTsY3WluOd9vOFdP4xeEQ7F3fbaIUXcdlGsgT6S8iHS1oeUJ6bUNyHJ-ty0Kdpi6Wz4HqmJB-eaG-7kvgrMO9y5PBJmqQBkLy0uxCEcg==&xkcb=SoC3-_M3b6tYGfAfX70KbzkdCdPP&p=3&fvj=0&vjs=3
Yard Attendant,GFL Environmental,"Victoria, BC",Posted10 days ago,2022-08-06,"Maintain a clean and safe work environment.
Victoria, BC: reliably commute or plan to relocate before starting work (required).
Traffic control in the yard.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dj8Z-FFh6d0UoqZZ5him_ZpKRS-YayAgX2lMubnI_lOVl1CjONNX6Q4MNPimP7iqja-FOFWLT7-54-eZ_ghVPvQ6Y5uMR9zfKK_MvlzEWnUZZUDWIdmG0nDW0myOPPdSlBbeXD6-1fQe4Y4pX5YRo-1wZ1Klf_QuCBO02p9t0mMD25vMh3zk6RGCQhS0f0g4MVOyPZzq8gEG1olz-4KAt96f-Bjbd5aef8vDEJXyAJmViHwJmGZp3OZmrtvUnw62Zkid8D8OwPlhvXvxUCGraIwoBLpsquiy4_VHWQgxDvKUI_pKK2-ujtw9h4m3pFnQeixpNSdY3wq8JwKoLVgNmG7ceq80PnEnX9ZVwuR8T7lIdD4J3sc9FjFORLSrQEOx0CmMHPvR3jrVN6M2Y9jgx7UGoCK3O-Q07SlLHadhaltdNTRDZ_w4F8e0FnyO-wAGPcRYV1ksFWsYt4XFMd-XJp&xkcb=SoAq-_M3b6tYGfAfX70JbzkdCdPP&p=4&fvj=1&vjs=3
Accounting Assistant,Inventu Research Inc,"Remote in Victoria, BC",EmployerActive 15 days ago,2022-08-06,"We are currently working on engineering and developing home office equipment that encourages fitness and health habits, but most important generates CleanTech…",$18.75 an hour,"Energy, Mining, Utilities",ca.indeed.com/company/Solaires-Entreprises-Inc/jobs/Accounting-Assistant-46cb0f0ade54813a?fccid=5ff33451455e4edd&vjs=3
Production Assembler,Schneider Electric,"Victoria, BC",Posted23 days ago,2022-08-06,"Prepare, process, clean, install, assemble, rework, verify, test, solder, and/or inspect electrical and mechanical components, hardware, sub assemblies, and…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=b6006a29d60fac9f&fccid=8dc4399ddb463d4a&vjs=3
Project Coordinator,Ecofish Research,"Victoria, BC",Posted2 days ago,2022-08-06,"A university degree or college diploma in a relevant field.
While working alongside Ecofish experts in your field, we will support your career goals by…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=7a3a68d9819ff053&fccid=55ff9293d40eff74&vjs=3
Environmental Flow Biologist,Ecofish Research,"Victoria, BC",Posted18 days ago,2022-08-06,"While working alongside Ecofish experts in your field, we will support your career goals by providing great opportunities for growth and advancement through…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=20ab3a082dc26ac3&fccid=55ff9293d40eff74&vjs=3
Digital Media Intern,Ergonomyx,"Remote in Victoria, BC",EmployerActive 15 days ago,2022-08-06,"You will generate original digital media content in order to increase engagement, awareness and product sales geared towards current and potential customers.",$18.75 an hour,"Energy, Mining, Utilities",ca.indeed.com/company/Solaires-Entreprises-Inc/jobs/Digital-Media-Intern-1419e173d35fc4cf?fccid=5ff33451455e4edd&vjs=3
Project Coordinator,Wesco,"Victoria, BC",Posted30+ days ago,2022-08-06,"WESCO operates nearly 800 branch and warehouse locations in over 50 countries, providing a local presence for customers and a global network to serve multi…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=109e6c1a052f2b80&fccid=80fa24e3e94a3473&vjs=3
Science Consulting Editor,Ecofish Research,"Victoria, BC",Posted30 days ago,2022-08-06,"A degree or technical diploma in a relevant field.
While working alongside Ecofish experts in your field, we will support your career goals by providing great…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=381e7557b5b82018&fccid=55ff9293d40eff74&vjs=3
Technical Writer - Victoria,Schneider Electric,"Victoria, BC",Posted9 days ago,2022-08-06,"Create help documentation in close collaboration with Agile development teams, Product Management, and other stakeholders.
Let us learn about you!",,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AvDS0qnKC8XdVN3hPYf4Rw8MyZ0AcclMJ513gwYKX_L6dWYXA-lUfPS4BSppQFk3Z3VljFizuAh1m4ffpWxutGqF-0u8EKB1mJhHMSkuZGdzMwoqunNvPCSeseYR2vmItzrYPno_3voynRJQKf2rfbwXPwT7hqWKPLM_7VEOtBwqWeCuNb1UAbWPSRpzSYtDvrsAhXPA5wfqS7IkrNeiQMchNgrkYZ-8NQl0S1_BobtWBpR3_Ps5x23-4bnRjKTLBxH3Xoz8Gw4pPLzyGK0ouaNpEBM6I57xcc45h0BIexF5s3t-5H7VHbz0yQ2owRqxgyfWy4Lw9132siuxpH8O4WpIWxEVDubhpXpUmRWvxbeWUAXpGQye_JR67aAH5gF1vOyYXK5jkMb-EiBIgkgGRLq1cl3exctW3f6jbJUEcP4bJ1NVd_M05rduNCipNYYQ97kicQwItalgWQpESSzcpYoUavmZOrswvPtgQ_TZFNxclFm1vPAb_e9nuRj-Y3xRpkX2Ggw1gGlp50vrffxevaLg8xyhoCKqjjK_jwx5MgFw==&xkcb=SoDI-_M3b6tYGeAfX70LbzkdCdPP&p=12&fvj=0&vjs=3
"Sales Representative, Victoria BC",Atco Ltd.,"Remote in Victoria, BC",Posted30+ days ago,2022-08-06,Connect and communicate effectively with Sales Representatives in other jurisdictions to learn more about customers about what customers in your region are…,Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=a003b76996215842&fccid=0aba23caec5a4c9d&vjs=3
Chemistry R&D Coop,Solaires Entreprises Inc,"Remote in Victoria, BC",EmployerActive 15 days ago,2022-08-06,"Assist research manager and research analyst in completing various project proposals for potential funding and collaboration.
Salary: $15.72 per hour.",$15.72 an hour,"Energy, Mining, Utilities",ca.indeed.com/company/Solaires-Entreprises-Inc/jobs/Chemistry-R&D-Coop-9662f408d415df04?fccid=5ff33451455e4edd&vjs=3
Sales Associate,Petro Canada,"Victoria, BC",Posted1 day ago,2022-08-06,"Comply with all store policies and procedures.
Performs stock counts and complete all paperwork connected with sales.",Permanent +2,"Energy, Mining, Utilities",ca.indeed.com/company/Petro-Canada/jobs/Sales-Associate-6e593ca90dc56c3e?fccid=232c9ae183cedb88&vjs=3
Device Fabrication Specialist,Solaires Entreprises Inc,"Victoria, BC",EmployerActive 15 days ago,2022-08-06,"Contribute to the evaluation and development of products and technologies to support product development objectives.
Industry experience is highly desirable.","$40,000–$60,000 a year","Energy, Mining, Utilities",ca.indeed.com/company/Solaires-Entreprises-Inc/jobs/Device-Fabrication-Specialist-5f655c120edb73ec?fccid=5ff33451455e4edd&vjs=3
Casual On-Call/After Hours/Weekends,1st Trauma Scene Clean Up,"Victoria, BC",Posted30+ days ago,2022-08-06,"Driver’s license and clean driving record.
Be sensitive and compassionate towards clientele if needed.
Opportunity for growth into supervisory and management…",Casual,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=13c94dda79ce1105&fccid=e3da8ca4a3f79a38&vjs=3
Receptionist,Parkland Corporation,"Victoria, BC",Posted30+ days ago,2022-08-06,"Answer incoming calls directed to their phone.
Parkland Corporation will endeavour to provide accommodation to persons with disabilities in the recruitment…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=37e866922019a601&fccid=a93ac8ac5827e01f&vjs=3
Accounting assistant AR/AP admin,ServiceMaster Restore of Victoria,"Victoria, BC",PostedToday,2022-08-06,This person would be responsible for collections of outstanding AR and entering new invoicing to clients as well as other tasks related to accounting when…,"$45,000–$55,000 a year","Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=14a0e96791f4d6b0&fccid=ec69b8d5b3af9543&vjs=3
Full Time Painter,ServiceMaster Restore of Victoria,"Victoria, BC",PostedToday,2022-08-06,We are looking for a full time painter. Must be able to work independently and have high attention to detail. This franchise is independently owned and…,$25–$30 an hour,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=e7dd5e20ca9f52d0&fccid=ec69b8d5b3af9543&vjs=3
Scale Operator,GFL Environmental,"Victoria, BC",EmployerActive 19 days ago,2022-08-06,"Operates a register and handles cash and credit card transactions, balance cash drawer at the beginning and end of each shift.
Part-time hours: 8 per week.",Part-time,"Energy, Mining, Utilities",ca.indeed.com/company/GFL-Environmental/jobs/Scale-Operator-ce3ff44c76e898a1?fccid=35d1d37f6fac0933&vjs=3
Account Manager,Westburne,"Victoria, BC",Posted30+ days ago,2022-08-06,"As the Account Manager based in Victoria, you will develop strategies to increase sales growth in our existing customer database.",,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=7cb36ed0d4f5622a&fccid=168f9517a2182e9c&vjs=3
Estimator,1st Trauma Scene Clean Up,"Victoria, BC",Posted30+ days ago,2022-08-06,"Class 5 driver’s license, clean driving record & own vehicle.
Post Secondary required- bachelor’s degree or diploma, preferably in business.",Weekend availability +2,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=5c5b47720881f866&fccid=e3da8ca4a3f79a38&vjs=3
Technical Writer - Victoria,Schneider Electric,"Victoria, BC",Posted9 days ago,2022-08-06,"Create help documentation in close collaboration with Agile development teams, Product Management, and other stakeholders.",,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AvDS0qnKC8XdVN3hPYf4Rw8MyZ0AcclMJ513gwYKX_L6dWYXA-lUfPS4BSppQFk3Z3VljFizuAh1m4ffpWxutGqF-0u8EKB1mJhHMSkuZGdzMwoqunNvPCSeseYR2vmItzrYPno_3voynRJQKf2rfbwXPwT7hqWKPZpZX1BB_Ksy4DL0hmOSSJ3obFpMkLj07ZBBqEXAG7f2C-g4vuVnlFcxsgIlpu7OGlrJTcsGjOc891tv7qnMnlHPjkPQrEcBcOPcdrvC3wqoZze-9jfX-GpOvdRRBjPHm8VS6pbMOGOU0p0J8c4YIedgU3x4hqOdLUpJZ3ykyrLOO4j28Yud5Mg4Z1yCaxUwDyxC3uq4tYFo5B6s7OC0NaeJTkJ_Hc2RW_dV966k90_jYB720SbAT0MHO6_g9nBm5R56zDNDdBsBD2qExUF13ebP1Yc-EMw8THpezLiB-1ktabBUzq5Ny9_BbBIWjglrKJ6TT5N28HnGy0y_4OIeAdbgAnlYFzwaT9ivuauuWus61kE_M7VsD9OIBqYK8H3dstEwpLoZpPsA==&xkcb=SoAl-_M3b6tYOZzRqx0JbzkdCdPP&p=9&fvj=0&vjs=3
Technical Antenna,Schneider Electric,"Hybrid remote in Victoria, BC",Posted30+ days ago,2022-08-06,"You are the first point of contact for outgoing and incoming requests, in addition to monitoring and reporting on release progress.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=1fd9bb5ff7e1d895&fccid=8dc4399ddb463d4a&vjs=3
Product Owner,Pani Energy Inc,"Victoria, BC",Posted30+ days ago,2022-08-06,"Provide vision and direction to the Agile development team and stakeholders throughout the project, also creating the necessary project requirements.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=932ba48cea21c1fe&fccid=5a9659cf946c3b4b&vjs=3
Digital Learning and Education Manager,Schneider Electric,"Victoria, BC",Posted30+ days ago,2022-08-06,"Minimum 5-10 years in professional and software education, training and/or curriculum and content development.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=a7e9316723d6b384&fccid=8dc4399ddb463d4a&vjs=3
Bio-Recovery Technician,1st Trauma Scene Clean Up,"Victoria, BC",Posted30+ days ago,2022-08-06,This self-motivated candidate must be comfortable with daily travelling from our Tilbury office to various locations throughout the lower mainland to conduct a…,Day shift +1,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=bd665a329065cc61&fccid=e3da8ca4a3f79a38&vjs=3
Counter/Warehouse Associate,Nedco,"Victoria, BC",Posted8 days ago,2022-08-06,"Receive and verify the accuracy of incoming shipments; correctly enter incoming inventory into the AS400 computer system.
Grade 12 education (or equivalent.).",,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=fa3498316b697b74&fccid=d37383d1bd216c29&vjs=3
Utility Worker,WM,"Saanichton, BC",Posted9 days ago,2022-08-06,"Required to exert physical effort in handling objects more than _ pounds frequently.
As well as a Stock Purchase Plan, company pension, and more!",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=19416cf3f7cd8e49&fccid=584c799f6b319a76&vjs=3
Brand Ambassador,1st Trauma Scene Clean Up,"Victoria, BC",Posted30+ days ago,2022-08-06,"Class 5 driver’s license, clean driving record & own vehicle.
This role is largely carried out during regular business hours, but the opportunity to attend…",,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=65799fb1364bb7fe&fccid=e3da8ca4a3f79a38&vjs=3
Responsable de l'apprentissage numérique et de l'éducation,Schneider Electric,"Victoria, BC",Posted30+ days ago,2022-08-06,"Coordonner avec la R&D, le marketing, les parties prenantes commerciales et les associations industrielles expertes externes (par exemple, TSIA) pour définir et…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=c218a4e3c69ffd4f&fccid=8dc4399ddb463d4a&vjs=3
GARBAGE COLLECTOR - DRIVER,Waste Connections of Canada,"Saanichton, BC",Posted30+ days ago,2022-08-06,"No degree, certificate or diploma.
Check, lubricate, refuel and clean equipment.
Operate various vehicles and equipment.
Report any malfunctions to supervisor.",$30.52 an hour,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=3f8ef85bea70cae7&fccid=9047a4c723c9cc87&vjs=3
Drywall finisher,ServiceMaster Restore of Victoria,"Victoria, BC",Posted30+ days ago,2022-08-06,"Must be a clean worker as you will be working at times in occupied homes.
Must be able to insulate and drywall to paint ready.","$40,000–$60,000 a year","Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=92460aad659a7b00&fccid=ec69b8d5b3af9543&vjs=3
Shop & Fleet Maintenance Technician,1st Trauma Scene Clean Up,"Victoria, BC",Posted30+ days ago,2022-08-06,"Valid Class 5 driver’s license with a clean driver’s abstract.
This self-motivated candidate will work out of our Tilbury office, identifying and developing a…",,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=4f0e245085734b61&fccid=e3da8ca4a3f79a38&vjs=3
Technical Writer - Victoria,Schneider Electric,"Victoria, BC",Posted9 days ago,2022-08-06,"Create help documentation in close collaboration with Agile development teams, Product Management, and other stakeholders.",,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AvDS0qnKC8XdVN3hPYf4Rw8MyZ0AcclMJ513gwYKX_L6dWYXA-lUfPS4BSppQFk3Z3VljFizuAh1m4ffpWxutGqF-0u8EKB1mJhHMSkuZGdzMwoqunNvPCSeseYR2vmItzrYPno_3voynRJQKf2rfbwXPwT7hqWKO6_ikq1Ubmi5MdqB3Fvq_g6KQDszRLZcZpvShQssMTUk0M8tVDX7eksylswsbq4KYxQsUOr-aUvtOjoR-0Ns5EGGbwspv3qd0ynx1xw9VyN_CcjS7CkZsaP2bovyh9NxjK4mjrjjI18H9POKIOO-7HzByJrx-nD5w9WYxiMcAr1iTwwNeLB6rWe-Tx2qoobs-z6UXQpBjVs5WeEsfDjXvBcCezsxFaym3ogRvA_C2mq2bC1YiSpZxL5b7y5bEZ2A4YQHLhVt_qEINMtzmrKolxQ4sg3uigOphntDRNnorkv0NnofgiAInszB5IzX_otzYm9Ns_92aiuqkt97BvjvYkdVBsdcubKjSROAS5n3xFj8vD6tUF_r3aiCVpozyvLTzstIEJBeo3Sw==&xkcb=SoC5-_M3b6tX2qTUzp0KbzkdCdPP&p=6&fvj=0&vjs=3
Carpet/Floor Cleaning Technician,ServiceMaster Restore of Victoria,"Victoria, BC",Posted30+ days ago,2022-08-06,Looking for experienced floor cleaning technician.,"$40,000–$50,000 a year","Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=a7eeafaeb232b04d&fccid=ec69b8d5b3af9543&vjs=3
Asbestos/Mould Abatement Technician,ServiceMaster Restore of Victoria,"Victoria, BC",Posted30+ days ago,2022-08-06,Applicant must have a valid drivers license and be able to be properly fit tested for a PAPR mask.,$20–$30 an hour,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=240f0935e9954199&fccid=ec69b8d5b3af9543&vjs=3
Flood Technician,ServiceMaster Restore of Victoria,"Victoria, BC",PostedToday,2022-08-06,"Successful applicant with have current or reinstatable IICRC certifications in Water Restoration.
Additional certifications will be looked upon favorably.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=aef9e48aa0f03a05&fccid=ec69b8d5b3af9543&vjs=3
Administrative Assistant / Receptionist (Full-Time),1st Trauma Scene Clean Up,"Victoria, BC",Posted30+ days ago,2022-08-06,"Class 5 driver’s license, clean driving record & own vehicle.
Photocopying, filing, organizing, scanning, faxing.
Answering a multi-line switchboard.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=2a7ceb5cf4b0935c&fccid=e3da8ca4a3f79a38&vjs=3
Carpentry and general tradesman,ServiceMaster Restore of Victoria,"Victoria, BC",Posted4 days ago,2022-08-06,Must have a valid drivers license and own tools.,$28–$35 an hour,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=8708ef1d19720ce4&fccid=ec69b8d5b3af9543&vjs=3
Labourer,ServiceMaster Restore of Victoria,"Victoria, BC",Posted30+ days ago,2022-08-06,"Must be punctual and have a valid Drivers license.
We offer extended benefits and good wages.",$18–$21 an hour,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=463b05767918b40a&fccid=ec69b8d5b3af9543&vjs=3
