JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,Industry,JobUrl
Math Tutor Penticton British Columbia,Prep Academy Tutors,"Penticton, BC",PostedPosted 16 days ago,2022-08-06,Provide academic support to students based on expertise and knowledge based on the British Columbia curriculum.,,Education,ca.indeed.com/rc/clk?jk=bad1bdc35bc5d4fc&fccid=347868ca97ad9f55&vjs=3
Agent à la reception,True North Hostelling Association,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"The ability to interact with the guests on all levels; front desk staff do everything from checking in guests, to housekeeping to hanging out with guests in the…",,Education,ca.indeed.com/rc/clk?jk=a9586c5fc58d82e0&fccid=6b723f03501f3d85&vjs=3
Store Warehouse Associate,Andre's Electronic Experts,"Penticton, BC",EmployerActive 15 days ago,2022-08-06,"Must have a valid BC driver's license.
Discounts on the coolest and latest technology & home services.
Above-average salary, with performance bonuses.",$16–$19 an hour,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiB9i8i9ukokcWAoRLC5TJfJWhixJtRVP0jVe_1IerAx3tlTtxWjeMQ2Oe8bqt3QS8yzPebyUpqEvN_B1Yu3dGa7zz-i28WbfGJYJm33Wz9cCBrD7v3YlhX7IcxnEaavvrym9Kqy932iK4xjEtcq3DWPkiw1Yga6aF2mL96Debtf_SiWYj-JAVsuaBh8Lscvqaf8ivskfIpsQaPAgReqbTHmdkIbIOolPPg3vWqZNKKqBTFC1VgFV3Wx3EFntD45MmAJCnZJjvB5_qK5S35dJHDEOx15bV-G_eSs_7B7fiVQz5caAyRbv8_26ll4CtYT6HEfORXs9dY5fAMqd05QhZ70j2Rai3dqdEqEvYtBQbxXSYYbHphGT5lEBp6H6Ktj0D8Gh46HwNJTJMSW8dvGh_mq54NBna3rNtjMg92sk05fZF6s7JMjuL_tAU8w4Jxw6Nswly2mwye9Ea_tOrbig-uo4iqoIQsRy1Rqbc3Cjx6Q==&xkcb=SoDv-_M3b6iR0Jxe4R0LbzkdCdPP&p=0&fvj=1&vjs=3
Customer Service and Sales Representative - working remotely in Canada,TTEC Canada,Temporarily Remote in British Columbia,Hiring ongoing,2022-08-06,"Answer incoming communications from customers.
Conduct research to provide answers for customers to resolve their issues.
High school diploma or equivalent.",Full-time,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_cQFweNpzSkFSPU_ZMhc3S8TEys6GLbuokl5haAYrzWww78Xi-R_onxKw5kOwk5HrRQrZhUSUgx8WCYabfAP2G6OuHwW68YfsYGsmnBF4bgpF-Px9gy0VGODYl-UEMRAYyopffxMBKpfcUMlYKFjclpccbGsCWvhr_h4HGqVwoRVRrbhPM3Kipw4WdfSdj8OX3Svuqk1HgeOJiOAJw8-2Y-H4ctzYLleAM70cElrP6mPH-9XnZ2W0xhrpghH_eXmYf9KQGGESIJPGUvHcN646E-V7ck7tMCNCrmIv682JweHSl9UNTbLgi-92NL3JD6TdCscGQpVHkMqCib5I37Wo319GWq-AgXqxD7wXk0vtRmb9OAawdb3dehc9K7-2yquqoBWoy5ihu9JeEpzZBkCejimbKOEfY0tnde5AODODuFD7bNtn5PLvrt395OTb_NeNt_jqWdBugzjKpawjglWAOuSSY61MXoW0uxHhJyTENFFUsikfOUmPiFcdE0TK3XmCqXVAm-or4w==&xkcb=SoBb-_M3b6iR0Jxe4R0KbzkdCdPP&p=1&fvj=1&vjs=3
Travaille à maison Work at home Bilingual Customer Service /Tech support,Concentrix,Remote in British Columbia,Hiring ongoing,2022-08-06,"Nous recherchons des candidats qui ont d'excellentes compétences en service à la clientèle, qui maîtrisent l'informatique et Internet et qui sont à l'aise d…",$17.00–$18.50 an hour,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AfEUPYXw0LdueN7IxfiXmKnG2eWUG6Mty7tb9vZwqJ31sMGQNd4MYKTXAftNeWM2OdS4rOFkZ7y4pbYsD4HKQOYt3oRjPVlsbJDp7A466x-B_l47_XhZn1gX5QZy_qr4NTGoYRvd_3vOzqP0ke80iJYZr33TcQMXsL-PK8dsrMKwGxDuu7J0cPQqlCOsQfHeKJA2P3_uV2Ah48y1ANoyBnoG3W1nnKbygoHTpVz3AUP39PMSe3iJqVWKfbYbHzirtj-Be5wzbkXhc04dxzxk-l23PkNqsdHHkwjeIe65g0wl3SIkMNGmicaRCdv8nEKqJoUAHQl4uvz8QkQpFnm04SjBuN40LYD0EqVRiEIFoBKmM2-LOSP9fEd0wijmoRFf9pJNdTylOyQ22ieJTQVwwP95dINSq0uI07r0QCg27kvLEfN1DwdGZD3N6ZbLIB42buJZioamhLaLYjmkGZT5YVuGbEU7EceqO8OqYwsNLJIdtbFxOT6IxwUa9YSLDFsJ98vUAXQWoLWzd1JVY5wsrJ1aUudkQkUv89bdBVEaDMTQ==&xkcb=SoBh-_M3b6iR0IRe4R0LbzkdCdPP&p=2&fvj=1&vjs=3
Telecommunications Technician - Haida Gwaii,CityWest Cable and Telephone Corp,British Columbia,PostedPosted 30+ days ago,2022-08-06,"Valid BC Driver's license: must provide drivers abstract.
Ensure vehicle, test equipment and tools are maintained in excellent condition.",$25–$36 an hour,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw0c7guu3mn9UFo5hYhEsQNNGbQxN0V3KLUplv2vAqAxkmhvxuDqNKO9lP880Kw4ug7FQiZVe9VwEj-fKiV-TbrUsMiX2rWeK49MgePJnLDHlVOz-3QcI_Ei9GdTyra9-ClZLKYu3TvHM7gAgq4qdEo-DzcbOs6dvDm2OQGAyNibIx5mgRph1Nvkd1aG6JAm2yAxTZlzEKvwxnue2d_hs4b27QsCkNeCWkwDne-3R-7aO6IuhoduX1UkhY3ypO4Ubm5Vb8YCzO-myEZyrD4c4xb2z7KBAEIsoivIMzcvLJNom0N3RzONgrvGcAmNnvXSz-VdqBD0eSImEGK0SiyeON8KawyE5poAXVj_ax0B0jXfjRLacrFOuVfHtzmaDqjGy1Npb4tYShrkIpFBQ-ypEyayjArH4o7oUgBWqidAuY4tCpax6yeSZpTwIos-U-BZwBJe1ovCke23Nqdj9CO_2lBFRulNQ6uulgDDJbtbmRKpxaH0zg0Jqv&xkcb=SoDV-_M3b6iR0IRe4R0KbzkdCdPP&p=3&fvj=1&vjs=3
Work at Home French Bilingual Customer Service Representative- Mississauga,Concentrix,Remote in Canada,PostedPosted 12 days ago,2022-08-06,"The Customer Service Representative is a front-line customer support role that has the following areas of responsibility: answer general inquiries, process…",$20.00–$20.75 an hour,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AfEUPYXw0LdueN7IxfiXmKnG2eWUG6Mty7tb9vZwqJ34siZIXB7UsKAU9B1pTXhn76TassHXr0zrSV1r90dpuL6Gcmy8TgMwBMvBhtJocIgY68iKzd0XE5ZtjNx7UuxcaxvArgbIRB8SAGzGrCjg-E1Oo8Rc6ecOerzqtBPB2-xgFNTyoNHeVAlPnR4aFqztuZklIf75JvZpbZdhK98foNRe11Ayw0Bmpy-50LfOMz4mXToeDtjDy8_tW9fgIK1oolAoZeznIRJxgyUifA8wQINsUmgmX6s4uE3Y_FVudec2pv8EYtOgcZ6-5dk0-TbO_btK75UfvWf0FN_W9cGROlbkznAWko9v9gMiemGser_nnsW-qigY-tl3BXU4JpW0OV0MMiI4OZNsDcCR-Wvz5idnEWBzdEOwMHSSD6CmKF-l5ZBjsal23vyu6EZwanfxUjwr7UMhf5ZbgvJZNd35PFmAhdhbEuZzBn676HPq7t_32GM-L-CSL7d8X4Bc8dEKQBF4V30_xlGBEuqwtyynrfpSpAaXL1ePM=&xkcb=SoBb-_M3b6iR0IRe4R0NbzkdCdPP&p=4&fvj=1&vjs=3
IT Technician,CONNECT Okanagan Telephone,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Transportation (your own vehicle) as the job will require travel to and from client sites.
Resolving technical support issues (related to servers, applications,…",Full-time +1,Telecommunications,ca.indeed.com/rc/clk?jk=153a30e07a320e75&fccid=cf31dbc1221e4e30&vjs=3
Corporate Account Executive,Rogers Communications/ Imagine Wireless,British Columbia,EmployerActive 18 days ago,2022-08-06,"Must have a valid drivers license and reliable vehicle.
Weekly coaching sessions with the Corporate Sales Manager are provided to support growth and development…","$65,000–$120,000 a year",Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AKZXRimhJLXOyAw_3loDDTaUsFvFy60OpcE-Ub6HcvhOOFXQgs8DwFv3A7GDmOMgORixxplwwkdgurw1Px-JehqCAys6ziK7V-jFAnv0mrUfEp-fPNJCI8fepcmq-ndypywin-XibFy598qgnRdo7AC0Ap_V4rCVcuYRoV_Qft4B5uc-5eqILGggLmGPh5es39R-edslxZMbiSoG9s8avH14GiAHDyglEoSrLpgHQQTTJ0Kj0Cj-FrROqVAXgRzQe1l01efA77HqDLZdPYZt4g8z0ePTexAwdPkANmKzCDClfC4NJubrQKXx0llstAMfuKxx1mS9uWEct0yFP7VTd30uVYDCOEBJc9bAKrKADHUB9dAYpHN-j9PkVwpvKgldDta-iR7cRkP9V3OrOwT4sqSSuzzS03DD7yd5K12rVZibDEv7igGdoDFdWbspmNB-lt5Jp6S8kFwhErQPeO32ALLcVfajjrip7-4cIqup_AuQ==&xkcb=SoCQ-_M3b6iR0Ixe4R0KbzkdCdPP&p=6&fvj=1&vjs=3
Wireless Sales Associate - 3070 Penticton **$1000 Signing Bonus! (ask for full details)**,OSL Retail Services Inc,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Employee referral program (starting at $250 per successful referral).
Instead of waiting for a paycheque every two weeks, you could cash out up to 50% of your…",Full-time,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BaPb9fTNd6BCQQFC6_Q3B8U8OLe3tdbrD3LrAmZR_IUEz7ERbWwatVhyPpdTRhzCS8vhVfE_erznHbpvk83QYNwWcyz-C7zKZf3ypuxemO_gXlU1psqt3i4PmyJ9GE6Qp8GwG8kAgmKxSrHK6vKp2FqZul00ARpxS1gD7ELUv4kSGYEa-5LcwWorFmFTcbr_VozcDpBcc7-ibK7ICfw7AfxA6p1SJpV6rJNdIgVMpPpOTeMkKhDsqrvuQp7zNUHylsEt3Ax2oQXXibxhQ9nUPbvfmqfLTQzuSL-br6Me8LVuMfpefMUO1PbvGTho0_URGjcJx9_yTt4hk7cQro22ThcKiTuq7tMqMYDoAAlcztoSwfVCW5_OOXpD_HuUvDc79O9xt7OrqYfpAbIBaoAHSj9hMGtTKXHyzz0B4vqVjjrcdvAbVpHwt-HQawcuYS_aGlXeNeM2yO-mSK0aSDwKiBR4L6E5wVFvUbyYM79Bq1vcpuffhQIe9WcAbIn87ORQ1irbQQai5evjIYhjmxBIdx4hZMkwCzM7urFXD7A27xviVaHYjw3wcvqyf0OwmulIturqOUGwEJ4ZRwkJ6TzVbtdLP5UIbp_ftvSKaRKGZ2MYEI0mdlWEq7Kzyx4reCLR-np7Ei-xTcqYAXGPM-5jd1HrLCXqJmcLAk7UozuFqFWanVlPQRFqe_9-KPrWoAkdGdRezu1SFge8t6y5MetwOQPxTPLZZPWukr4kyatGjtJrfJtWzPeCL3dts-_e7aI2K2VKNmKhFGmHG7X3glstj3eevvrFoXYFAQ_6ioEuLQgK_CzQaj--MiSABj5NfU1que7U8xn0qWTUqXdb3AinUKSz5dMxjwQtzoQx0pK-KutA==&xkcb=SoAN-_M3b6iR0Ixe4R0JbzkdCdPP&p=7&fvj=0&vjs=3
Outside Plant Design Technician,CityWest Cable and Telephone Corp,British Columbia,EmployerActive 15 days ago,2022-08-06,"Must have a valid Driver license and willing to travel at times.
Working on a team environment, the OSP Design Technician will be responsible to provide…","$65,000–$70,000 a year",Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw0c7guu3mn9UFo5hYhEsQNNGbQxN0V3KLUplv2vAqAxkmhvxuDqNKO9lP880Kw4u7Q01vqJB_vvve0LJlsmmImz7JnO4Jmbnv5pwNGtyMBm7SFMzu-SeasSX49KwjwMEhgfF67wAWqIzikdmnYyQOXjdkCBOaRGvD4QS88LX6kufvsioUX0f31hdx2bl9Ytf_-g_7W6gqpkceEbwwPCN4PHLrXS8-xbsjgwVrKVCpcqOuLH3aUJSwPQ_YtS0omKPLKm7rDUx1_UOF38x1_JrNXoe5OxpLDqrUXa3KTslyeQh0znktnTixmCeW__u3UD2G1ezvqjM5LMCXQe0WjYZ0Z-is0tB_fMwOg_AwtyCgKMkzatvFRPAS51q01IskeO2KXVAP48ql7KKP3kQFjyO2B_7dNxQ2ubJ0J9MsL0U3F_xniA5Ajiy22W6vL9I1tbLeNQSmAG0KJT2a2OwOcbbOkwmWWbrhRg6ElRVX52x3Xw==&xkcb=SoC5-_M3b6iR0Ixe4R0IbzkdCdPP&p=8&fvj=1&vjs=3
Construction Worker,Highangle Contracting Inc.,British Columbia,PostedPosted 24 days ago,2022-08-06,"Training and certification, overtime opportunities, equipment allowances, and a competitive extended health and dental benefits program are available to all…",$20–$30 an hour,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BVEUNaXmiSBHVmEL3ISylrTqpWAPPEh6iCPHp1lwdbppbVhfqcrV-AjoXgIJ0URF-DDdOPHFjNcSLS63FyYCNbAAPWV2fhJRVjAn-htf5T_hJc9jZqd7joHZAN03fEInafIX1GrpuCFRZph6OoItpNdqkhx6PTLO_wH4xWeUEpxmev0JapwT5ii00iNiM-VyZ8rrIcMM_SQuRszkFktTzOPk77S6r5eO3Paw1WHBOsnbFT2FUKZTI63jGync-OyiQb_zX3GttH9A3YbO6a1GMhD3BLBv8R4W3FHON63AU_EBcZ48WgmcTyEBfPYhHH4dWjLCgWkhc2OvK6jnSXF6m3sjfoYJxYSWvwj6cjWy1bUH0NUAZE0v8TsIBA4o4UptqSjsiK7E9fpZia3YZn9ULPzADRA1kafladdeiqNm1rCF56dSlMSYM-M1vHYsnnzZ5H8kvZWoHEmioLjTCwgDoj&xkcb=SoB9-_M3b6iR0LRe4R0LbzkdCdPP&p=9&fvj=1&vjs=3
Wireless Sales Associate - Incentive Available!,Freedom Mobile Authorized Dealer,"Penticton, BC",EmployerActive 15 days ago,2022-08-06,"Our team of Sales Associates drive sales by offering best-in-class mobile plans to our customers.
You have excellent verbal communication that allows you to…","$35,000–$50,000 a year",Telecommunications,ca.indeed.com/company/Freedom-Mobile---Dealer-4671/jobs/Wireless-Sales-Associate-cf599f5248307e5c?fccid=6473b14386381cc2&vjs=3
Experienced Telecom Rigger,Trylon,British Columbia,PostedPosted 15 days ago,2022-08-06,"Valid driver’s license and clean driving record.
Driver's license and clean driving record (preferred).
Are you located in Canada and legally eligible to work…",$20–$40 an hour,Telecommunications,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CXJlgYI1aQQCvVL1mar8zK6A5Uh5SURPz9naYZCs67SbwYXp0eXQZJRIW6FMst7wFIdQdnN1zoH93X2yz2wgSU1YQokNbxHDPQxpySpC9k_JuwJ74yZQaaCgCWa1Ke6PwzAXco24Vca7fwc0xpeso5rbGrkzHy9wdK8-EVDqs3NxOAXD_h4h95t3JMwQLBzy3Hjs0XzmE4ITXZfcV2uHH5SK36vnt_E9OuGqYduS_ZvjzAGrQRYAtoElO48VqDqezLYCRGW5rL0jWglYLypY83lN0eqInCp1DqWuGS48Q8VnbzYgB1FlP5Wkso67WfbvbP2tJinz_6zvjkPNQzGz1G5869zL0JpPAL1kocROdvWPYRFcCec2cg6jBFZkZThfTQ3TtIFv04tjfggmQFgtYPL1uuPXLNzD79X70UoqMJp-wCEFHAzFvU-I-FOzA445IRZRNJMZ8Ca63LrFhvUGZ2GP02fThMQAQ=&xkcb=SoBU-_M3b6iR0LRe4R0JbzkdCdPP&p=11&fvj=1&vjs=3
"Représentant vente au détail, Penticton - Bell",BELL MOBILITY/BELL MOBILITÉ,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Chez Bell, nous révolutionnons la façon dont les Canadiens communiquent, en commençant dans nos magasins.
Être capable de créer une connexion avec les clients…",$18–$24 an hour,Telecommunications,ca.indeed.com/rc/clk?jk=1745e833d7cdf82f&fccid=6d9b8e75dfffb17e&vjs=3
"Représentant vente au détail, Penticton - Virgin Plus",BELL MOBILITY/BELL MOBILITÉ,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Une expérience dans la vente au détail, le service à la clientèle ou l'hôtellerie est un atout certain.
Chez Virgin Plus, nous n’acceptons pas seulement la…",Full-time +1,Telecommunications,ca.indeed.com/rc/clk?jk=82daa7cbb5aa1dc3&fccid=6d9b8e75dfffb17e&vjs=3
Landfill Site Attendant,Environmental 360 Solutions,"Summerland, BC",PostedPosted 16 days ago,2022-08-06,"Class 5 Driver’s license is required.
Educate customers about the types of waste or recyclables accepted at the different locations within the landfill.",Full-time,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFAtHEGh3GIfasQOE-TaNQWMGH5Xt_JvmeeZYnmEjCwSh8BOVKBynk_-w4qCfW1iUBpRzfTYB9h8uHLN0XjwFjsWyQ-nPNI-FZrJ4MYKAStno6xy14d5K1aPM3i3oE9x0AjplyK38PniidHFEDB7u-ZxbZH1neeZpY--zQdD4GZ34v5NfJeZZcCWNQ9cvsRDG8tGqmAL-Ok0RX4d2WNn0kYR9OzmKjYqBvR_Qd1cRni6VtAnWa-1jfG0XkmFCHRMDEJtgB_mLwc2ykElhpPRd3QQyvwDTdiyI6CWgMYV7liWm3uqyj1XxIVAeVcxxvXQmMHFJ4F-uXy-lzKpQ2adU1kfAeM3SPKUrCz5X3lG6G7A0gbngwzPJNWcdpAwgbrUfdHvIxtjvZz7CSTXYRa7lw0mnQ2WO6JLqHzuuTw-AAakobQ7nNmsNX9py6D9yVTTnHrlg5O51dqrURSvcqjb9prlZ58yNVGAvj14hAjrMqBA==&xkcb=SoAy-_M3b6iR6HwtGJ0LbzkdCdPP&p=0&fvj=1&vjs=3
Field Services Administrator 3,BC Hydro,British Columbia,PostedPosted 12 days ago,2022-08-06,"Reception and telephone answering techniques and knowledge are typically acquired through.
Our four role types identify the degree of flexibility an employee…",Temporary +1,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHNHQQNOHLWtoW8WHxcjvUFHz12EfcISIvFlxdnrjO6omAp-HS0cWKok3-iBCwIZ87teXao3IQzjAG9mObKun9Jg3dZTtK5H7RkLORn6om5J9XoS2_shBtCPwOAbI-AH7QDhtvR9FO5ucyInL0ToCW5LA3dSNDTg-C7EnJaYzp94nEenyVR7vNKn23e2wWtRR4f_Bq2uKaDKG0RgdmxoqROx67IwDxJc-Y6_DSHCRh7xTzhFV-Ejs_Mftxn3DfIIlJ9I0xbjgoVjwGRnYdA7ROTa8QykK-7TP-nM74l2Yw15dXCy8cHb9azvZfJtO10lyyhlvUH3YECbG0HStPpRdTgz_pCLda1693NuxzAVV1obmax_E4SnYb4piGjb3YR26y1-z68c9oQs42grDdsqY_jID_FC6Y95VBNbvWtU_U_Q3QU4tdpw8nLqz_fsVLecFI9tZt9sU9yMSvi-RMkCHVmJ5XMcxp89Vw6fJo0JL0rJS8zRN0ADChUACF2U3Er74G-ZSVJgTIXC6VmGNE1i3snpw0f3_A0nZWXoG6VNxOK0DQdscVW0kA-3P8M7EnCAzdzCW8eDZkwOGiZcUH63GjAdJvegBNKjoSdWR1LAyntfpAaYUmbhoENYUtnxfEskvD9on-S_RjfYZL4s7zovUs0t-lhMEV5eK3Zuyy71SXIaNh6-nEDA_9BHBe9K7-Pg1oRZFBs7AkndCqbW1Ph6r6GI8fIZqyv4JYEfA-EO3xhYf0fkAe7Hymck4UlN6ro_PuHNw0Q5dFsCReXCDHhG-rUpCaSG6qkcvboydsoX0XHN0q8vt4vVBYbx_2pcjTaVg8D4GBQq58og==&xkcb=SoC8-_M3b6iR6GQtGJ0LbzkdCdPP&p=1&fvj=0&vjs=3
Haul Truck Operator (Permanent),Teck Resource Limited,British Columbia,EmployerActive 16 days ago,2022-08-06,"Valid driver’s license, without learner’s restrictions.
Inspect equipment, such as tires, fluids, lights, brakes, to ensure equipment is fully functional and…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0COgb4V2UjYp9qNsKIGOmvHVcG-yHWz9LDaJaVNeOircPb1QoLR5EYkEuRww4QJN77pcltej0UbYwvReRljubnpeToJLWlk5zeE1_rfHaaAqFlLbxKdO3FTc9QSf3AxxP57pi-8dgS_cP02SwTXaChojk3wFmd7l7mgqztHNqai2m_ms7oMoW-uqQugeZZi7CiG7UZ-sTLMepAEXjmJ-Aa7GIhAl1kvmeVMufRgWnXBf3XbZhmnb0LUnLKY5W-RZpsDLRU6tPXz0TY2nk4KM-HM-fGDB3-J1z0j36Rp5P6M7tAeFNZ7gpRTYiRANMoImJB-kYRSIgAaYxgKADi-Lk2OV6-SmUhATHp_aKBtgGdDz4wCA5y5-oXYrI7psmHRU8j8iYni0FSL7vIDuOWi4RqroU8YHZ0XLjQNFMfac5tXneYqA7jp5JfnG94jVBZ9o2V5qioxUu_d8CCpPdTPH-8DtHEZhbsxz8U6V0y4XJ5ZyB2prqiVbKPTBal5L5-hjKeokFIQcvsnBOaEBxhYCLOuPwkOFG9l0JU=&xkcb=SoAI-_M3b6iR6GQtGJ0KbzkdCdPP&p=2&fvj=1&vjs=3
Class 3 Garbage Truck Driver,WASTE CONNECTIONS OF CANADA,"Penticton, BC",PostedPosted 3 days ago,2022-08-06,"Commercial driving: 2 years (required).
Must be able to pass all pre-employment tests.
We offer competitive compensation and benefits and retirement packages,…",$24.95 an hour,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSzIJ1zs30lTywmkKgXbtmDKkki8ssJryWvoFumuphIMxwZLYprPP1WCBEr0369Vyp7EbzSozLPXlU6mkyoymqUU0uDjKKAdBNyINGQ_I_iYRcxSxrrkvIVatqX4Vh0QeUO3Lpsqry0DGkirSU6iQgB7IdVsQoMdfrOB8B_ksFYS5r993yuYO_Nt4H7gH9kM-TQ4eNYwEyFhKAoF636MztCMo5RtJnTOD0bWROGslf_7SVz3TLVaFOA1-GBlvau6xPuLRxLY8uW4mGvnM9Tvh3beTEFeFZxpLXt9AoHQNcOvZR6ueMegSsYbKPV64T1Bk2z3r__H8UtL0P1LZc-cpjcL22JzoR26NtEpsA8IZ3qhWSQDCiwMdLA90SwY7BP9wtVLyvff-IaiUdqbozA-rYGJISROmGpz5Mr3nQnVzjfCTkLTKy4c-02kdtS6omt539M17uoTNchVihCadA43IZCEyf49EtLFVrLZ7Z0uBCqg==&xkcb=SoCV-_M3b6iR6GQtGJ0JbzkdCdPP&p=3&fvj=1&vjs=3
Powerex Corporate Counsel,BC Hydro,British Columbia,PostedPosted 11 days ago,2022-08-06,"And credit support arrangements (guarantees, letters of credit, and margin agreements) are a definite.
A strong background in commercial transactions, with…",Full-time,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHNHQQNOHLWtoW8WHxcjvUFHz12EfcISIvFlxdnrjO6omAp-HS0cWKok3-iBCwIZ9uOACmc5sRIlIPenYNTL-ozTVKiXQbxjM9XZqICdqotaROtD0oxy63k7V7PLZ3XaPXTkSUZKVzprAF-0Qx0SKTJjhXnkg677dcZvcdvDuytYhRcuGXqblxeks1A4hMLLIH9V0TLyPJr00nyE7SkazmF4NOSjZJRl1cmUdlsjOIwiIyZfW2OgyE_YM1lVePgqwGMz9xKpLKRlIDCUPl2v-rb30FaLHwFYDDmVK1pw1P5aLwHgjNdzXapYRZ0Go9GxK2FxdI4pTp65Q7BPLYdSHUDrzya9ahXp39iLgt2gNOHYN1DZj7d6ATqF3fhPWIe4sIUHWU_2zrBcEoTEg5oOgoSA4g9IEFUgtyGV86His7NX_AZmKwmaD8zCjgRhKezaNArlpvwgrCI12eXrpDrzKm-7_jRP-tSE96W489zCkKFHZNkWeasmZAqjPwLScjym13-BVHDm06Yq7aT1_OVOWSmAnXYaVqhMoPFNxVsmGqJEIN_-FwzAa1WSSBEvGEZtRt_Zj51uR0zHixAo5q3mYLh9WjJJ6vezgVAv7HkX1agKoUJASrKaBL94E2eFGoctnVdapnptGlgX23DlcCjQVYZc3CdBBs4lGxsGeuejCbxcTo-ZbCaYV1GDiWbP7qQRjPQ4-VfXU4hNt_GMOnCTwSM7Or3x2DONqxvzbpDASRqf8UM6BPmzBazzDbPn-V0b9jEVymSTZf100OxIk0s_enTmD2pm_g9BsFYAbpP-nZCXOZ2sXtWDpTNbmytAAzeO6OGKcK1on60Q==&xkcb=SoAh-_M3b6iR6GQtGJ0IbzkdCdPP&p=4&fvj=0&vjs=3
Class 3 Garbage Truck Driver,Waste Connections,"Penticton, BC",PostedPosted 2 days ago,2022-08-06,"Must be able to pass all pre-employment tests.
We offer competitive compensation and benefits and retirement packages, alongside a variety of rewards, bonuses,…",$24.95 an hour,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCmfCeBmCq-y5hDnb6NomGt_ZXQYEiD0wtNo3xFv5qr-g9gKFa-7GBluV1OL3FhxBwsZNKdnnvJlNYWbQR9Ri2xwxlXMD-c2h6FZd0BUVc--7lrPi72_HpQoa0Shs6ml8QY5lhFwlEa5CFMYMxuITfEEwff03yzl5p2waNJjd0F5f1_IHYKNqSdsmqGLwu2z9E33bdoKt8HzFTglr4KXIVoNlFZrID_o0GJiQMEZXgbxpiPtYf2hIzQRURatI84HlDg5TfRDlfieT3BkkZ1c8ud9AJTVh9_LoOlc3s2yM0Ua7pX9aT7EE641_Hq6SPGSiNHTQnUWmT_qKSUuGZ0DMilVi0aqa7lvLNQ6FIicT2ABcqHSz9DKbh7C8OHzUpoY-MbpaZ4kCjIjWv8iZ8-SJ3&xkcb=SoD5-_M3b6iR6GwtGJ0LbzkdCdPP&p=5&fvj=0&vjs=3
Garbage Truck Driver,Waste Connections,"Penticton, BC",PostedPosted 5 days ago,2022-08-06,"Class 3 driver’s license (Newly licensed drivers welcome to apply).
Driver/Loader teams split the daily duties by switching the driving and pitching hourly.",$24.45 an hour,"Energy, Mining, Utilities",ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCmfCeBmCq-y5hDnb6NomGt_ZXQYEiD0wtNo3xFv5qr-g9gKFa-7GBluV1OL3FhxDFbCilaY0nlUGB2izUElyYgBBP6ojfdF-bFt-xCIsGrK5HqI03h6whyy6dd-r-86eq1CHtQmuA7NG2DK4-SF-4-Lbl3W4fXcu0LeoG4V6bwY-Y3sno3wRfMJrGoE5GqfVBx-zw1DV_KXp-mY0ymoNo-9ClsSSWfvdBdkgyp-oprMq11hmh9O1WkgDmbV7bbOSjADk_7kYuA-UmEr7LrsssjF2biSv_FaSsgCs1N3q036Wc5SoW30w_ADhYoFbdL0B7ebDEBCL_PqzG7X9g2UWPCrmj7oL0IBdU_9dcVbWo2hwuLOqWlqspWfXQrHRTukjfyD2mrZXvvz7BZ0MoRdOzMvl6jqHD24o=&xkcb=SoBN-_M3b6iR6GwtGJ0KbzkdCdPP&p=6&fvj=0&vjs=3
Painter,FortisBC,"Penticton, BC",PostedPosted 1 day ago,2022-08-06,Demonstrated safe work habits and adherence to safety regulations and practices on a sustained basis; must have safe driving record and be able to pass Company…,$41.80 an hour,"Energy, Mining, Utilities",ca.indeed.com/rc/clk?jk=f640ad110174ca69&fccid=b78b6949868c8ed1&vjs=3
