JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,Industry,JobUrl
Sales Associate/Beauty Advisor,Sally Beauty Canada,"Penticton, BC",PostedPosted 10 days ago,2022-08-06,"Ensure our customers are informed about and enrolled in our Loyalty program.
Inform customers of current promotions and events.",Part-time +1,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BX8ZBqV7e4izKlfCFko4AB4bBR0IqVRc6IZ1pEpyOMB9njrqQ91BL2wNMmCF26St9LyOp9RVhMN_K1JeMr47Efh2V7V6cijWXc5XEC9dVJABLpSyODI5a5eni2p6DRGEjmm7eDPESffA_QMtYVtF6ED5wzpoWdS6KbYeaHNhgcBrXGL2oT15haiJU0ed9Bl4U3KYAPWEwm4dyLqhnalPe9CE2oMniIBPf3TWJq-5r7fjwj3udzoIbKWWo11_l_3GtMoRPtFM-aX2ED5XDchbzo7rVrSrja_zE4LrrckytvZvdkqCs_OPTDVsvjyj8kan0sZnMqEuqw3ZJgPTbRaT9_OFPShFMY42gmyiKo9C0nbGIChp2VGpqt5hfvHc5yl3e-KR5AmDLXUdRgq8Akf9JaopSxisTu9Q1R0qDs4HrF-vb3agciobzPvgPb0EMO4nBqxFnyINRHSTiq-2rhPAIuC0RW9xLG82Cfr3hoH8FbxXP94xKib4mRfzRKAM5KP-oHu3R-8THZc-i_ufQJ4Y0UBYBEmOPyO4v_3zrax8SrBaw6w7WqUuz7WTs9jt5VeIPV5Vg63NjtV-rDLeyN6Ydn8fTo2wRhzsvq0BsuExWxVXuFhlED2IhUtzR4prBAv0A82jaGV87Kbkbs9D2BXCe7vjl-cW59A_akOFDd2ESd-G_CszjIJNYyqCx0eGMn9brNrLGfNMrABhM_jqGSr_ExhqWqkLXDMtKcoYzMHF6tj2OFPNiYtOMDuX8C2jnE4V8srDROM4w4zMEG1caNYYzrGJnXvyWF3lmN7NDKPvKVJNq7GD1KGWmTardeIAdNrBs=&xkcb=SoCg-_M3b6iXdHUyxx0LbzkdCdPP&p=0&fvj=0&vjs=3
TECH Specialist,London Drugs Limited,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Proven skills to provide advice and guidance to customers on products, services and store promotions.
The job of a London Drugs TECH Specialist is to provides…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=6705cf80d4617c42&fccid=b18852622016e1ba&vjs=3
Part-time Sales Associate for Evenings and Weekends,Marks,"Penticton, BC",PostedPosted 16 days ago,2022-08-06,"Amazing staff discount and enjoyable environment.
Penticton, BC: reliably commute or plan to relocate before starting work (required).",$15.65–$16.65 an hour,Retail & Wholesale,ca.indeed.com/company/Mark's/jobs/Part-Time-Sales-Associate-Evening-Weekend-427134354cc82f90?fccid=bf1991be1336563d&vjs=3
Assistant Store Leader,"7-Eleven, Inc","Summerland, BC",PostedPosted 30+ days ago,2022-08-06,"As an Assistant Store Manager, you will assist the Store Manager with store operation and implementation of our company’s Servant Leadership – Integrity, Guest…",$19–$25 an hour,Retail & Wholesale,ca.indeed.com/company/7--Eleven/jobs/Assistant-Store-Leader-6c27ebe1ec0471d5?fccid=e22ec123cbb88199&vjs=3
Pharmacy Intern,Save-On-Foods,British Columbia,PostedPosted 30+ days ago,2022-08-06,"Maintaining high standards of patient care means we’re always improving on our best practices, enhancing our professional development, and implementing…",Part-time +1,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_EXSXQZ876MkP2AO_t1POXQWZkg1SyJbvZPvl8rPDmmE8wOWmmJTQLxPXb-jQAOUnQd-KTpEbaYmwykjOIm4es-IOaSxjy70HUayuJVNjfqUtWt-ir1VqlMgsjKEP0U8_XkcKTGhCPKSBajoYuijucx-o2BP2if3o2dPBhRVjF4nCWYOeDx0-H1uK_z3RlP_VTGFSlB_iTCNsi3bb72BtxStNzdUilQE4HljGn4QJymTh91RKI8OMvRv0MuDwi9X7TtKjKtVK1qCvB-JSa6vEO19Yn1WKhafEyyAEJiPpQBIk5AIpVJ6AcI8hUArz4-39b8e-x_GaCZKZRG72vbNwy1b0JWAijpNPvlBkpqfM1cC5yPNPe_bg8-ioYTm2rtp_WJ46YJMfoTS_rZU0HTSG-GfxOmb2nl4zhamiFcg-D6MnvRpIofSon-aFLj6Od5LhDRxCXt-LefOVzYOx5Ful0SIoGQZwyERRJ2JwKTUBS51iF5zAzTVHygCQMhjWqk2ZchnfVFPUeg==&xkcb=SoDM-_M3b6iXdH0yxx0JbzkdCdPP&p=4&fvj=0&vjs=3
Stock Service - Early Morning,London Drugs Limited,"Penticton, BC",PostedPosted 3 days ago,2022-08-06,"The Stock Service (Early Morning) position is generally responsible for providing physical assistance in moving merchandise between sales and stock areas, as…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=5da81413ee0df496&fccid=b18852622016e1ba&vjs=3
(CAN) Administrative Store Support,Walmart Canada,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,Walmart will accommodate the disability-related needs of applicants and associates as required by law.,Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=c975dc32d3cd158b&fccid=822bc5d9a49270ea&vjs=3
Sales Associate (MR -Auxiliary),BC Liquor Stores,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"BC Liquor Store Sales Associates may be required to operate a variety of mechanical and hand-operated equipment, in addition to handling large volumes of…",$19.45 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=4552e531a9b3e90b&fccid=076f366ba261c822&vjs=3
PHARMACY TECHNICIAN,Rexall Pharmacy Group ULC,"Penticton, BC",PostedPosted 25 days ago,2022-08-06,Other trades certificate or diploma.,$20.60–$22.15 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=532cf8ae393d981d&fccid=1b1dd7a14cf63907&vjs=3
Wireless Sales Associate (Instant Interview available now!),The Mobile Shop,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Establish relationships with customers and provide them with the best insights or phones, plans, accessories, and device protection plans that fit their needs.",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=dc85e279305120b4&fccid=e2fae8342ce9dac4&vjs=3
Meat Trainee,Loblaw Companies Limited,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"As a colleague in one of our stores, you will have an immediate impact on sales and customer satisfaction by:
Executing company-directed promotions and programs…",Part-time,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5VBEfUGqMyB9yGq6fzxQHKsgXpRdUcTZd70V7yFRQPMIgww4Gem68mXnoBbV8H___GhQomyAOfoiyBeJGC5ef1NoUfDBvXBeSBJI4YbKKQApBdipcgnVWNV00x-mF8fIbUfbhpLyr_T9ugQa5YbqLg2_PbzGX5-Odh_Ba0__qCFVkxyzgDL4yDEPpqrmv_cTytvvhlNb27RH5QA1SpJ0H7jvEV-a6N3xVfsuv_3IIBg2eFwg__HjN1aUuFozU7LOhO4NYzwrD35hWrCwo9scGDthmkcXwOsqaL-EOJf7viCkbTFCal8Ps0Qzvulm2VNdyD_VLwu5KhTFJjaRljACP21t6tPH-x446UdVDLlYgWJebquMgKMbBCKingTHyyQXs3ibO9i7ESU-drEutENlMOjWBVBOQaGJKRIUdM4U2Uy6vhP3WC0ET92Dd0Hu5Vmc3_Cvu-qd7R8ToB-EQQRmlzTtZEco7SHRDdW7nXxri0ufdqS1m8YcDKOFysZrxRMEHEKT8zXcr6bUfuEtC56whSOPN9zeC9GK0CNPxlffP1HvG-ZOx1b2bQ1XCS508t_OlncYYxeRUQgQO6aYXK6P1DHEO-rLIPhZJbLD9hVfj2cBvrqo18h5vxPOjqLHKft2Jpe5MpQ5fGLPIMlJgIQ2NLbvW6z4j3doYWjJL8pKARo9WLO-Im5eBu8WEnvxCfLu3f4S7F9fwEW7PiC3CCy-AUJMoJKVrkUiGGYgzepssw8q9ztdGVPpaJCZr7aDMP6I=&xkcb=SoD2-_M3b6iXdGUyxx0IbzkdCdPP&p=10&fvj=0&vjs=3
Product Consultant,M&M Food Market,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Part time work assisting customers, stocking shelves, minor cleanup and closing duties.",Part-time,Retail & Wholesale,ca.indeed.com/company/M&M-Food-Market/jobs/Product-Consultant-adc311573aca9ca5?fccid=9667f198ed963e9e&vjs=3
Auxiliary Posting (Penticton),BC Cannabis Stores,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Cannabis Product Consultants at BC Cannabis Stores, operated by the LDB, are cannabis subject matter experts for both customers and staff and the first point of…",$19.45 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=a2090c639a5eb044&fccid=065a646064bf4100&vjs=3
Part Time Sales Associate,Warehouse One - The Jean Store,"Penticton, BC",PostedPosted 26 days ago,2022-08-06,"Generous employee discount for team members as well as spouses and dependant children.
Ensuring the store is visually appealing through participation in product…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=c49f8de854802a1f&fccid=ea75b519ae377e5d&vjs=3
(CAN) Administrative Store Support (PT),Walmart Canada,"Penticton, BC",PostedPosted 21 days ago,2022-08-06,Veuillez vous connecter à votre compte Workday et utiliser le rapport Trouver des emplois pour postuler à cet emploi.,Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=c5f7961addead2a0&fccid=822bc5d9a49270ea&vjs=3
Merchandising Services Associate (Mon - Fri 6am - 3pm),Rona,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"A company discount on store merchandise.
Provides feedback and analysis on service execution to store, market, and corporate leaders.",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=041296df8b425710&fccid=44eb9c434f333f27&vjs=3
Retail Sales Associate,QE Home /Quilts Etc,"Penticton, BC",EmployerActive 23 days ago,2022-08-06,"We offer: competitive salary, flexible scheduling, comprehensive benefits package for those working over 28 hours, excellent training program, staff discounts…",Part-time,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DHDKyepf-FEOUqjSvZt664k1G1sV2DU952p7SIPpHo0EPgow0ym19bF786kZtxOmEZsLXEnnwwKEkPPcetDAbdv3KI_0LSWScGFFNnk8NgSUphSIyxHkmM7atqPd6oV68yWGeApbC77EVILo8KucYUT7D1Ru5qXQcFmpzlg7Ki3ys-pcs3BUEytZednoXUaPcFqR18az3CXEl-snhw76RRYeiK9Zi8G4AM3uXlnGOWSKlGeOLXi3VfFSwselDLGAA6nGZidZnpRsHoILW8ZvKRxU53UPmv6-Hf5R1iKLWKWqvU6sowjDpJcGkhLgi7jGAO54Rwd9Es5tF3o7wH8mpD32sMP4oaBNLxzGPvFhBlyfHXX5hQz1fev-PPFPDbLUkFXWRyxB5MIdZu04RvJW28j5rZR5qByg_wMJamFH2TnwWpmnSttf27-93mgKeLTdE1XiZx1kZt2DeLBAAewolB&xkcb=SoB_-_M3b6iXCexjw50KbzkdCdPP&p=1&fvj=1&vjs=3
Part-time Sales Associate for Afternoons,Marks,"Penticton, BC",PostedPosted 16 days ago,2022-08-06,"Amazing staff discount and enjoyable environment.
Penticton, BC: reliably commute or plan to relocate before starting work (required).",$15.65–$16.65 an hour,Retail & Wholesale,ca.indeed.com/company/Mark's/jobs/Part-Time-Sales-Associate-Afternoon-f5e0b74e39eef7da?fccid=bf1991be1336563d&vjs=3
(CAN) Overnight Merchandising Store Associate,Walmart Canada,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Walmart will accommodate the disability-related needs of applicants and associates as required by law.
Must be available to work overnight.",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=b3b43e6db63d73b2&fccid=822bc5d9a49270ea&vjs=3
(CAN) Asset Protection Associate,Walmart Canada,"Penticton, BC",PostedPosted 8 days ago,2022-08-06,"To create and maintain a secure and effective work environment for all customers, associates, visitors and vendors while demonstrating positive and professional…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=dc3a92261e25cc43&fccid=822bc5d9a49270ea&vjs=3
"barista - Store# 51852, Main & Industrial",Starbucks,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Meet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and security, with or…",Part-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=ef6a98a25e72020c&fccid=a88e611ddef97571&vjs=3
"BBQ, Fireplace & Wood Stove Sales Associate",Pro Builders Supply Ltd,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"The BBQ, Fireplace & Wood Stove Sales Associate provides prompt courteous and efficient service to customers, advising them on appropriate merchandise and…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=89527b5d429c91a7&fccid=c435e1a83ebaed3e&vjs=3
Cashier - Penticton,Quality Greens,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,Duties will include but not be limited to completing the Process customer orders in an efficient and friendly manner; while providing exceptional customer…,,Retail & Wholesale,ca.indeed.com/rc/clk?jk=8d0b13e01db36e1e&fccid=0a296782c1950df1&vjs=3
"Sales Team Member, Contract Sales",Rona,"Penticton, BC",PostedPosted 19 days ago,2022-08-06,"Follow up on orders and answer phone;
Build and develop professional relationships with customers;
A company discount on store merchandise.",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=d6795987bd505689&fccid=44eb9c434f333f27&vjs=3
Sales Associate,"7-Eleven, Inc.","Penticton, BC+1 location",PostedPosted 8 days ago,2022-08-06,"Ring customer sales on an electronic cash register.
Receive cash from customers and give correct change.
We rely on you to provide outstanding service; maintain…",Part-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=301db40acd95402c&fccid=e22ec123cbb88199&vjs=3
Beauty Advisor,London Drugs Limited,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Proven skills to provide advice and guidance to customers on beauty products, services and store promotions.
Education in aesthetics, makeup design or a related…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=daf30a43209b2370&fccid=b18852622016e1ba&vjs=3
Photo Lab Specialist,London Drugs Limited,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Printing, processing, and sorting film of all sizes and types.
Preference will be given to applicants with experience with film processing, photography…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=d3de4508745a6361&fccid=b18852622016e1ba&vjs=3
Part Time Keyholder,The Shoe Company,"Penticton, BC",PostedPosted 9 days ago,2022-08-06,"Open, approachable and outgoing attitude when interacting with customers and co-workers.
At THE SHOE COMPANY our Sales Associates are passionate and energetic…",$16.36 an hour,Retail & Wholesale,ca.indeed.com/company/Designer-Brands-Inc./jobs/Keyholder-48ed383159c43227?fccid=1cb78e87dd1f053e&vjs=3
Permanent Full Time Sales Assistant,ShoeBiz,"Penticton, BC",EmployerActive 17 days ago,2022-08-06,"Shoe Biz, located in CHERRYLANE , Penticton, BC is seeking a permanent full-time sales associate.
Work hours are flexible with weekend and possibly evening…",From $15.65 an hour,Retail & Wholesale,ca.indeed.com/company/ShoeBiz/jobs/Permanent-Sales-Assistant-00371a1e51031a08?fccid=338e2df01082e730&vjs=3
Supervisor,Value Village,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Great benefits, paid training, career development, bonus opportunities, competitive compensation, and a 50% Team Member discount.",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=a334d54229dec96f&fccid=89faa9b55e451c53&vjs=3
Permanent Full Time Sales Assistant,ShoeBiz,"Penticton, BC",EmployerActive 17 days ago,2022-08-06,"Shoe Biz, located in CHERRYLANE , Penticton, BC is seeking a permanent full-time sales associate.
Work hours are flexible with weekend and possibly evening…",From $15.65 an hour,Retail & Wholesale,ca.indeed.com/company/ShoeBiz/jobs/Permanent-Sales-Assistant-00371a1e51031a08?fccid=338e2df01082e730&vjs=3
Pharmacy Intern,Save-On-Foods,British Columbia,PostedPosted 30+ days ago,2022-08-06,"Maintaining high standards of patient care means we’re always improving on our best practices, enhancing our professional development, and implementing…",Part-time +1,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_EXSXQZ876MkP2AO_t1POXQWZkg1SyJbvZPvl8rPDmmE8wOWmmJTQLxPXb-jQAOUnQd-KTpEbaYmwykjOIm4es-IOaSxjy70HUayuJVNjfqUtWt-ir1VqlMgsjKEP0U8_XkcKTGhCPKSBajoYuijucx-o2BP2if3o2dPBhRVjF5eSXduaIlMdNtZym64H40sjW9t-rWsPxjpNfXzjJtNkM2qfTMFEMKz8l2uAPMJxlbgEa8XyExUksVXAG7aSnJlP7_WCLqE07jv7lGNvxAGZgYPiuJIHdMHAERvgS9uwCLHnBCQrgSGJpadJFL5IxjUpZMyGGaH78NvZjNdnVnks0unCjcP3ifC8OYwlgzWqOvcMialjNNeaJHctG6qXP36-LquKd1ZcOajaMVAbbH2KuHhfWn6JCbv34guhZjAmg3e0GafDQasFDPIyv3SaIhxWkokK3HXsb8EBGFjTMT1Yb_jJKxMi13s61VEj5ze02hkZlFtpxCdybN51seZ13KXbtdKHDBGn4g==&xkcb=SoDE-_M3b6iXLrgfX70KbzkdCdPP&p=1&fvj=0&vjs=3
Supervisor,Value Village,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Great benefits, paid training, career development, bonus opportunities, competitive compensation, and a 50% Team Member discount.",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=a334d54229dec96f&fccid=89faa9b55e451c53&vjs=3
Merchandising Manager,Ashley Homestore Canada - The Dufresne Group,"Penticton, BC",PostedPosted 2 days ago,2022-08-06,"Comprehensive benefits plan, educational assistance program and excellent employee discounts;
Maintain and update open transfer reports to ensure flow to store…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=531ca6214001b941&fccid=1e8351bd4d7a268b&vjs=3
CANULC_Customer Service Representative,Staples Canada,"Penticton, BC",PostedPosted 1 day ago,2022-08-06,"You’ll spend your time at our front cash station inspiring customers with your brilliance while processing orders, this will involve some repetitive movement…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=fce4d18739d38a8e&fccid=2c749d549b16ad16&vjs=3
Post Office Specialist,London Drugs Limited,"Penticton, BC",PostedPosted 3 days ago,2022-08-06,"Post Office Specialists will assist customers in all areas of the Post Office including but not limited to mailing letters and parcels, providing assistance…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=46a1ac3575472372&fccid=b18852622016e1ba&vjs=3
Retail Marketing Coordinator,Carls Flower Company,"Summerland, BC",EmployerActive 15 days ago,2022-08-06,"Experience in retail merchandising, online ordering and product development are necessary as well as hands on front of store experience.",$17–$19 an hour,Retail & Wholesale,ca.indeed.com/company/Carls-Flower-Company/jobs/Retail-Marketing-Coordinator-db25f4eb49c96116?fccid=bc028b628225049b&vjs=3
(CAN) Ecommerce Store Associate,Walmart Canada,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Yes, that means you will be collecting items for our customers online orders, making sure that each selection perfectly matches our customers’ shopping list.",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=e986d7832a63789c&fccid=822bc5d9a49270ea&vjs=3
Weekend Cashiers - Penticton,Quality Greens,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"As the face of our stores, you will have an immediate impact on sales and customer satisfaction by: providing customer service, accurate product processing,…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=973719149589ae53&fccid=0a296782c1950df1&vjs=3
Sales Associate- Part Time,Hudson's Bay,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Build and maintain long-term relationships with our customers, providing an exceptional shopping experience which includes; greeting customers, offering…",Full-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=0a77017a86bb9afe&fccid=113aaa3832064b31&vjs=3
(CAN) Fresh Food Store Associate,Walmart Canada,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Our part time flex roles provide flexibility of more hours or less hours when needed.
Walmart will accommodate the disability-related needs of applicants and…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=8c3f9a039b72f195&fccid=822bc5d9a49270ea&vjs=3
(CAN) Merchandising Store Associate,Walmart Canada,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,Walmart will accommodate the disability-related needs of applicants and associates as required by law.,Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=18177005e0c87f48&fccid=822bc5d9a49270ea&vjs=3
Tile Installer,Nufloors,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Nufloors located in Penticton, BC is looking for experienced and enthusiastic tile setters.
Must have a minimum of 2 years experience in tile, marble, glass,…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=9e9400409ffa2434&fccid=e7febb2ccf043760&vjs=3
"store manager - Penticton, BC",Starbucks,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Strong leadership skills and the ability to coach and mentor team partners with professional maturity.
Starbucks Corporation is committed to offering reasonable…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=3e0db46bb38fc6cb&fccid=a88e611ddef97571&vjs=3
RESTAURANT MANAGER,McDonald's Restaurants,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Participate in marketing plans and implementation.
Address customers' complaints or concerns.
Develop, implement and analyze budgets.",$26 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=4b36e480426b25d7&fccid=f753bb1a40104d82&vjs=3
Cashier Clerk II -Reg. PTU,Safeway,"Penticton, BC",Posted4 days ago,2022-08-06,"Greets customers in a polite and friendly manner.
We appreciate the interest from the Staffing industry however respectfully request no calls or unsolicited…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=b96a2826135e69cf&fccid=649c9a9218dc0540&vjs=3
Pharmacy Intern,Save-On-Foods,British Columbia,Posted30+ days ago,2022-08-06,"Maintaining high standards of patient care means we’re always improving on our best practices, enhancing our professional development, and implementing…",Part-time +1,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_EXSXQZ876MkP2AO_t1POXQWZkg1SyJbvZPvl8rPDmmE8wOWmmJTQLxPXb-jQAOUnQd-KTpEbaYmwykjOIm4es-IOaSxjy70HUayuJVNjfqUtWt-ir1VqlMgsjKEP0U8_XkcKTGhCPKSBajoYuijucx-o2BP2if3o2dPBhRVjFzXwjkEsdu9GFEyfmsalhcTg0K3lz3XTixdT4JwRKINCty_nV3cphPU2Agcy14Nv0fX4LCLt8x6bdcajU0i9IO-WHOnnY_Qgm4ySIRiklPkuXFDoCOUkvfRpO5cM5jzBj5NlkX5VLVsJmIyaJSE5upX53pc35_mZEAz4jXEPJ0pWJzHbBdxK_vme3DbTnUM1FNg6vi9RmuCejYt36dluoSc5D5w2ATYU5XSAveKAzQnG9JZJxyNxkQwHAcZoHxpGxIu0oJf2bLSh4mP-mqTbQRQT4CFQCVu9pme_ZqarHMwTJz4pbQfFx_Sbp-5aMpl7v4DXev_bLvU3i4nkfSuvuYA-GXluD4ibXQ==&xkcb=SoDk-_M3b6iWzCWf3h0KbzkdCdPP&p=1&fvj=0&vjs=3
Liquor Store Associate - PT (Summerland),Otter Co-op,"Summerland, BC",Posted30+ days ago,2022-08-06,"Keywords: liquor, part time, retail, clerk, cashier, warehouse, customer service, serving it right, cashier, stocking, fast paced, entry level, detail-oriented,…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=7a17b1461be323c1&fccid=79ec5ef3c81c0c49&vjs=3
Représentant vente au détails Saisonnier,La Source,"Summerland, BC+1 location",Posted8 days ago,2022-08-06,"Vous travaillerez en équipe afin d’assurer la performance et le fonctionnement du magasin à plein rendement;
Vous pourrez bénéficier d’une paie compétitive qui…",Day shift,Retail & Wholesale,ca.indeed.com/rc/clk?jk=9ad246417d288fd1&fccid=e15574232d598ac7&vjs=3
Sales and Site Operator,Deco Windshield Repair,"Penticton, BC",Posted30+ days ago,2022-08-06,"As a Site Operator with DECO you'll be communicating with customers, repairing windshield damage, selling repair plans, and servicing our existing repair plan…",$19–$24 an hour,Retail & Wholesale,ca.indeed.com/company/Deco-Windshield-Repair/jobs/Sales-Site-Operator-711184c83a0cb2ae?fccid=7829b21ef0715956&vjs=3
Service Specialist,London Drugs Limited,"Penticton, BC",Posted3 days ago,2022-08-06,"Front end duties include monitoring cashier coverage, maintaining front end supplies, replenishing change float, and answering calls for customer assistance at…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=4859bc215c0527bc&fccid=b18852622016e1ba&vjs=3
Wireless Sales Associate - 3070 Penticton **$1000 Signing Bonus! (ask for full details)**,OSL Retail Services Inc,"Penticton, BC",Posted30+ days ago,2022-08-06,"Employee referral program (starting at $250 per successful referral).
Instead of waiting for a paycheque every two weeks, you could cash out up to 50% of your…",Full-time,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BaPb9fTNd6BCQQFC6_Q3B8U8OLe3tdbrD3LrAmZR_IUEz7ERbWwatVhyPpdTRhzCS8vhVfE_erznHbpvk83QYNwWcyz-C7zKZf3ypuxemO_gXlU1psqt3i4PmyJ9GE6Qp8GwG8kAgmKxSrHK6vKp2FqZul00ARpxS1gD7ELUv4kSGYEa-5LcwWorFmFTcbr_VozcDpBcc7-ibK7ICfw7AfAkg4Wy1Cke8z7x0IylVkXUi1nGaTd7q_AJtLEbwqP7k9QLg-t4kwEStGcBA-QBe2oGa2ul8JAnALVmumY_kzHeXib_jreS-yLbOiwoqisjW0PaxHqgtcFUpngGvA9eyNR3Nf0L-Q7JZ7DcqLs75up-JgAnwGVswnGYvMg4yyGsSScThQgEHtrCjKz0IqRpVrt46JW52IbaNpgnq5gTFzhPDC_v9hfyAE3i73i3lJvufTL8XfKlRGMwPiYc0RXzJF0ukgFoAkHFpeGTHgA9CZthQB50YIxSH2MBlW-sdKlz-eMbK0hXlu9pCjmXowBal7N672z4MkQAqDvUJEZbqJUg2jThbD6EW0WwlvbPkZ_TaLXM8uByMgZ7pBugz4JadkZRZwvskDYA9wMSUt6RqZCmvymAT4h3T9X4DigeEMCNnXo7BnYChCCBReTNqUGW-nuNlUGE49VBA-N3iAbUz4ZbPrFglH0irTJPqwFO9oao3wVNmw932LTtroSrXf1RU1YZnzmNwruzi4kalWro5xhba3UKJHXSqR2dxSRvPT3A27fSXrXoaWhaQRBQfRy_Y9NOql6dwOCyVrS4kvMCOVadpYf9MlLyXeBEC5gi8B5Hsp_RQGAnyabqDGi6w-T_AJbGeKrQSZoBy55POS2tM9nA==&xkcb=SoCh-_M3b6iWzC2f3h0KbzkdCdPP&p=6&fvj=0&vjs=3
Retail Store Management,Value Village,"Penticton, BC",Posted30+ days ago,2022-08-06,"And, they continuously develop and empower their Team Members.
Management opportunities in Operations, Production and Retail may include:",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=182c892332859380&fccid=89faa9b55e451c53&vjs=3
Retail Store Supervisor,Value Village,"Penticton, BC",Posted30+ days ago,2022-08-06,"Great benefits, paid training, career development, bonus opportunities, competitive compensation, and a 50% Team Member discount.",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=6a83c73746b185c0&fccid=89faa9b55e451c53&vjs=3
Third Key Holder Visual,Ardene,"Penticton, BC",Posted23 days ago,2022-08-06,"Overseeing all store operations including: opening and closing procedures, store cleanliness, re-stocking and merchandising, customer service and supervision of…",Part-time,Retail & Wholesale,ca.indeed.com/company/Ardene/jobs/Third-Key-Holder-Visual-7a65d32e5b28eff0?fccid=316d676a725f600c&vjs=3
(CAN) Department Manager,Walmart Canada,"Penticton, BC",Posted30+ days ago,2022-08-06,Walmart will accommodate the disability-related needs of applicants and associates as required by law.,Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=3f3bb4d84847e1a4&fccid=822bc5d9a49270ea&vjs=3
